x1	y1	x2	y2	x3	y3	username
-2.36203915116	-2.26802856084	0.587646434363	0.256081794862	-1.565884749	3.00150792804	User0
-0.201393482958	-0.0206569072109	2.58441290361	2.99825532193	-0.865798252366	3.04785596358	User1
0.474353239408	1.57075352988	2.93269067132	1.48536222406	-2.93246202622	3.28218836076	User2
0.770810904236	1.35311444735	1.75797942652	0.834841387855	-1.78843690537	2.13445630878	User3
0.36294538844	-1.67657369891	1.61166189044	1.2502239277	-1.03152270217	0.389844873832	User4
1.32732457151	3.28896425944	0.318088766196	4.45237067403	-1.24904860533	2.44889393566	User5
-1.19192744989	-2.30325520866	3.09468142056	3.45034610892	-0.135932090178	0.945982841364	User6
1.04967839366	2.32630947651	2.74702208207	2.77943197104	-0.596437695103	0.451796966055	User7
0.211480625715	-0.0799127408062	1.24703851825	-0.0572370534144	-0.258186453573	1.13853516894	User8
-2.44251364108	-4.21022760765	2.74105167268	3.73804808144	-0.244518301328	2.30732672211	User9
2.42657823793	3.59695671159	2.30537435827	2.83974258161	0.734788223483	1.33102667332	User10
-1.56234477542	-2.43217501981	3.64621657967	1.12026580534	0.375061005891	0.46256114283	User11
-0.278259187672	-0.830715853107	1.54094213731	0.823653129845	-1.55106995754	3.15880709591	User12
-2.0607621246	-4.01674546982	1.92387075696	5.53383743616	-1.63168338882	3.22844044733	User13
0.475152905605	-0.343470338262	0.614260847726	0.19868503972	-1.13042870392	1.40013483934	User14
1.66240802536	1.69425782555	2.35048231301	2.18611765925	1.87138790775	-1.15623361865	User15
-0.507761391604	-0.535837832438	-0.00773885115669	5.55730818344	-2.67780147694	3.93013545823	User16
0.169827430184	0.612351668612	3.03138364168	4.30532595552	-0.832429834377	0.784561707234	User17
1.24004496489	1.45631077017	2.068631934	0.533768877056	-1.21713566044	3.20759203405	User18
-0.728899358499	-0.0871850891541	0.194104741739	0.341619537944	-2.46354276959	3.59848573314	User19
-0.205236410964	-0.750799913223	3.8043760012	5.27285679102	-0.453605185266	2.27398756721	User20
-0.382888250005	-0.604778437394	-0.191338139659	3.34847136618	-0.805979766022	0.894784137201	User21
-0.587550342615	-1.08159679747	2.55315604503	3.19469573976	-3.02451209988	3.94590152242	User22
0.261025931726	0.367774971828	1.71043121715	2.04564990123	-1.3523788688	2.9120446929	User23
0.236873873508	-0.951055802698	0.417306765498	5.76836275591	-1.63094684822	2.99641351354	User24
-0.857266120698	-1.12267014129	3.12164687176	3.74124761319	-0.953340205082	2.04700020732	User25
-0.680529107011	0.273339197051	1.45677155107	1.69593315407	-1.36511343628	0.484897818293	User26
-1.08130952532	-1.27003879961	4.22813102678	3.47146690372	0.013571970054	-0.573117725796	User27
-0.447364992333	-0.742292662369	2.80972281083	3.5279309077	-1.25428380308	1.85252176317	User28
-0.0605651317	1.44066905107	2.62579722222	4.88096328036	-0.137816766113	2.18880990142	User29
-0.45355473997	-0.703878356864	1.00852574484	3.66989943958	0.566804742288	0.636758128618	User30
-0.00925788630938	-0.8902946178	1.73808459617	5.75342837604	-1.19995813299	1.91901356597	User31
0.157303747589	-0.265570712537	2.24887673001	1.88215956968	-0.676668263932	1.46877145252	User32
-1.66908464525	-2.88317629803	2.34760172922	0.00487337178181	-1.09464477181	3.93662019358	User33
0.996434626139	2.41080289363	3.85379329803	-0.212888361164	-2.14949229051	3.25726496106	User34
2.04041737134	3.08572686808	0.627720543837	-0.253940428901	-2.10501038773	3.54925118343	User35
-0.87195568359	-2.92097194381	1.80702073872	0.19996222718	-1.24910431784	2.12781050358	User36
0.46154827231	0.697136468945	3.21712615649	5.53572613533	-1.35208477002	1.66343091445	User37
-0.108294433197	0.98620140904	2.48349530221	5.97708141738	-0.602921902674	1.85236182098	User38
0.000127275751444	-1.92536755505	3.85835980571	0.615221779614	-0.460531146883	0.83631261813	User39
-0.725969720609	-1.0977361553	1.43999589234	3.69488396447	-1.32637546482	1.58223034326	User40
1.78473521556	1.89154201557	4.93326103258	4.08902576279	-0.114808101811	1.22199514023	User41
-1.27832488867	-1.0130154277	2.12869067661	0.784040000239	-2.39013881456	3.4782049563	User42
0.15368004592	1.20958815266	2.44468982182	0.622803776219	-1.13285573045	3.49633349555	User43
-0.42669314128	-1.24790859788	1.04878662394	2.31486684368	-0.129534540392	0.96640082236	User44
0.567054808313	1.1540318626	1.68553259556	2.40203221137	-1.3087172992	3.04571544425	User45
-0.658844678369	-1.87922503673	1.55311267274	7.11998511563	0.615101413055	-0.820240101368	User46
0.962637232334	2.12748741411	3.50481592152	4.7152274577	-0.934135693982	1.25822851107	User47
0.857932201146	2.15167956417	4.64238540519	7.10172894439	1.02787337945	-0.207588598574	User48
-1.75163372328	-2.60154926223	2.90180558789	6.44283366052	-1.88096640755	3.19479533755	User49
0.582966113328	0.0199024614182	3.94692346511	3.82380324407	-0.235188540147	2.46569346085	User50
-0.792554016635	-1.289102873	2.59609632095	0.846442190662	-1.22865515886	2.57422537311	User51
-0.0315825684524	-0.167652883359	3.86635983391	1.81186454631	-0.276398614212	0.744107543898	User52
0.045992717274	-0.793418352223	3.5890059607	3.61005034675	0.894611334953	0.322037436639	User53
-0.987627229192	-1.09609621878	4.00050189219	5.12423857503	-0.390201066734	1.47213773231	User54
-2.08484478123	-3.43723555033	1.574744029	6.49414889658	-1.11426785521	1.19609836617	User55
-3.17916250388	-4.7745145274	1.79652148968	0.412010727031	-1.17139142832	2.30913198397	User56
-1.24598702704	-3.05471208039	0.75326720568	-2.47271706225	-1.03885659902	3.08178062265	User57
-0.191039330301	-0.0844185417122	2.4686027207	-1.97875621288	-1.91497463308	2.38702767999	User58
-1.1909714406	-2.01943473938	3.13255778203	4.22562460243	-0.32654062926	2.13408510243	User59
0.607318586354	1.47788255111	0.928783467926	4.6645840971	-0.728797679072	1.43072048878	User60
